commodity,target_date,as_of_date,month_sin,month_cos,lag1_mom_pct,lag2_mom_pct,lag3_mom_pct,lag12_mom_pct,fuel_mom_pct,fx_mom_pct,is_harvest_month,is_lean_month,is_import,n_history_months,source,target_mom_pct
Agric Hen Eggs (Crate of 30 Pieces),2010-11-01,2010-10-01,-0.5000000000000004,0.8660254037844384,-1.092988824771568,1.948441875963569,-1.7719343242878938,-4.231433259522799,,0.0,1,0,0,46,WB_RTFP,1.5535743009559289
Beans Brown,2010-11-01,2010-10-01,-0.5000000000000004,0.8660254037844384,-7.803397309099303,-6.310145205960305,-7.717736755538562,-2.289326713570261,,0.0,1,0,0,46,WB_RTFP,12.42259422021319
Beef Boneless,2010-11-01,2010-10-01,-0.5000000000000004,0.8660254037844384,0.024896751706160458,2.4691856565895565,-0.4059292077722598,-3.778291837024783,,0.0,1,0,0,46,WB_RTFP,-0.5165788398339255
Garri White,2010-11-01,2010-10-01,-0.5000000000000004,0.8660254037844384,-6.90999154858829,2.049326775387872,-2.557488341907521,-1.106309181570042,,0.0,1,0,0,46,WB_RTFP,0.06301954196608062
Goat Meat Bone-In,2010-11-01,2010-10-01,-0.5000000000000004,0.8660254037844384,-0.37529852416633425,1.4857783534212299,-0.7738705287387071,-3.205065529710749,,0.0,1,0,0,46,WB_RTFP,0.3542966357665156
Maize White Grain,2010-11-01,2010-10-01,-0.5000000000000004,0.8660254037844384,-5.0029718307881605,2.6452383068361174,-3.4209427484457766,-4.831609876751919,,0.0,1,0,0,46,WB_RTFP,3.4396969204317784
Onions Fresh,2010-11-01,2010-10-01,-0.5000000000000004,0.8660254037844384,-2.571082986278861,2.8921721588064164,-1.5963467189380354,-3.1500651737622176,,0.0,1,0,0,46,WB_RTFP,0.44012363999625936
Rice Long-Grain Imported,2010-11-01,2010-10-01,-0.5000000000000004,0.8660254037844384,-2.1903277012863875,3.1758991690407523,-0.9202911879903297,-2.854127092416636,,,0,0,1,46,WB_RTFP,-0.6070879906764914
Yam Tuber,2010-11-01,2010-10-01,-0.5000000000000004,0.8660254037844384,-0.9977021867085378,4.248474460503515,-2.1944502215247685,-6.5651121505609815,,0.0,1,0,0,46,WB_RTFP,0.70542181321267
Agric Hen Eggs (Crate of 30 Pieces),2010-12-01,2010-11-01,-2.4492935982947064e-16,1.0,1.5535743009559289,-1.092988824771568,1.948441875963569,2.166918825250108,,0.0,1,0,0,47,WB_RTFP,0.06976437853600803
Beans Brown,2010-12-01,2010-11-01,-2.4492935982947064e-16,1.0,12.42259422021319,-7.803397309099303,-6.310145205960305,8.12658739704517,,0.0,1,0,0,47,WB_RTFP,-3.8691538158378003
Beef Boneless,2010-12-01,2010-11-01,-2.4492935982947064e-16,1.0,-0.5165788398339255,0.024896751706160458,2.4691856565895565,2.308720026617306,,0.0,1,0,0,47,WB_RTFP,1.8031650718215442
Garri White,2010-12-01,2010-11-01,-2.4492935982947064e-16,1.0,0.06301954196608062,-6.90999154858829,2.049326775387872,3.98995423401034,,0.0,1,0,0,47,WB_RTFP,4.1690694136378825
Goat Meat Bone-In,2010-12-01,2010-11-01,-2.4492935982947064e-16,1.0,0.3542966357665156,-0.37529852416633425,1.4857783534212299,2.2406292707386255,,0.0,1,0,0,47,WB_RTFP,0.8598029967943122
Maize White Grain,2010-12-01,2010-11-01,-2.4492935982947064e-16,1.0,3.4396969204317784,-5.0029718307881605,2.6452383068361174,2.1509422496663655,,0.0,0,0,0,47,WB_RTFP,-0.9232491129473996
Onions Fresh,2010-12-01,2010-11-01,-2.4492935982947064e-16,1.0,0.44012363999625936,-2.571082986278861,2.8921721588064164,0.8046742315539035,,0.0,1,0,0,47,WB_RTFP,0.6562114867640467
Rice Long-Grain Imported,2010-12-01,2010-11-01,-2.4492935982947064e-16,1.0,-0.6070879906764914,-2.1903277012863875,3.1758991690407523,0.19875522442303062,,,0,0,1,47,WB_RTFP,0.5273603299442264
Yam Tuber,2010-12-01,2010-11-01,-2.4492935982947064e-16,1.0,0.70542181321267,-0.9977021867085378,4.248474460503515,2.7425816230322697,,0.0,0,0,0,47,WB_RTFP,1.4710942343459488
Agric Hen Eggs (Crate of 30 Pieces),2011-01-01,2010-12-01,0.49999999999999994,0.8660254037844387,0.06976437853600803,1.5535743009559289,-1.092988824771568,3.526287415036,,0.0,0,0,0,48,WB_RTFP,1.3543379767159136
Beans Brown,2011-01-01,2010-12-01,0.49999999999999994,0.8660254037844387,-3.8691538158378003,12.42259422021319,-7.803397309099303,-2.8098181670940914,,0.0,0,0,0,48,WB_RTFP,2.0648325528975997
Beef Boneless,2011-01-01,2010-12-01,0.49999999999999994,0.8660254037844387,1.8031650718215442,-0.5165788398339255,0.024896751706160458,4.070075866860856,,0.0,1,0,0,48,WB_RTFP,0.6563935417310152
Garri White,2011-01-01,2010-12-01,0.49999999999999994,0.8660254037844387,4.1690694136378825,0.06301954196608062,-6.90999154858829,-2.045161170885068,,0.0,0,0,0,48,WB_RTFP,-1.397742602242269
Goat Meat Bone-In,2011-01-01,2010-12-01,0.49999999999999994,0.8660254037844387,0.8598029967943122,0.3542966357665156,-0.37529852416633425,2.8657098977002082,,0.0,1,0,0,48,WB_RTFP,0.7321206246431622
Maize White Grain,2011-01-01,2010-12-01,0.49999999999999994,0.8660254037844387,-0.9232491129473996,3.4396969204317784,-5.0029718307881605,1.4036910095135413,,0.0,0,0,0,48,WB_RTFP,1.5195179460309127
Onions Fresh,2011-01-01,2010-12-01,0.49999999999999994,0.8660254037844387,0.6562114867640467,0.44012363999625936,-2.571082986278861,1.9013206460887666,,0.0,1,0,0,48,WB_RTFP,1.2115006641057358
Rice Long-Grain Imported,2011-01-01,2010-12-01,0.49999999999999994,0.8660254037844387,0.5273603299442264,-0.6070879906764914,-2.1903277012863875,0.07802198217397027,,,0,0,1,48,WB_RTFP,0.3937827630150714
Yam Tuber,2011-01-01,2010-12-01,0.49999999999999994,0.8660254037844387,1.4710942343459488,0.70542181321267,-0.9977021867085378,5.626822270321341,,0.0,0,0,0,48,WB_RTFP,1.5583675670143737
Agric Hen Eggs (Crate of 30 Pieces),2011-02-01,2011-01-01,0.8660254037844386,0.5000000000000001,1.3543379767159136,0.06976437853600803,1.5535743009559289,-0.9753671874804359,,0.0,0,0,0,49,WB_RTFP,0.4490051147204577
Beans Brown,2011-02-01,2011-01-01,0.8660254037844386,0.5000000000000001,2.0648325528975997,-3.8691538158378003,12.42259422021319,-8.777964345883248,,0.0,0,0,0,49,WB_RTFP,-0.5938066755482474
Beef Boneless,2011-02-01,2011-01-01,0.8660254037844386,0.5000000000000001,0.6563935417310152,1.8031650718215442,-0.5165788398339255,-0.4089961262008668,,0.0,0,0,0,49,WB_RTFP,0.4389986204094365
Garri White,2011-02-01,2011-01-01,0.8660254037844386,0.5000000000000001,-1.397742602242269,4.1690694136378825,0.06301954196608062,-2.138545885012988,,0.0,0,0,0,49,WB_RTFP,-0.566026166734368
Goat Meat Bone-In,2011-02-01,2011-01-01,0.8660254037844386,0.5000000000000001,0.7321206246431622,0.8598029967943122,0.3542966357665156,-0.5808134054222758,,0.0,0,0,0,49,WB_RTFP,0.4243138856346196
Maize White Grain,2011-02-01,2011-01-01,0.8660254037844386,0.5000000000000001,1.5195179460309127,-0.9232491129473996,3.4396969204317784,-1.3152164838660885,,0.0,0,0,0,49,WB_RTFP,0.3572654631547767
Onions Fresh,2011-02-01,2011-01-01,0.8660254037844386,0.5000000000000001,1.2115006641057358,0.6562114867640467,0.44012363999625936,-0.14142016346507802,,0.0,1,0,0,49,WB_RTFP,-0.06473132960977956
Rice Long-Grain Imported,2011-02-01,2011-01-01,0.8660254037844386,0.5000000000000001,0.3937827630150714,0.5273603299442264,-0.6070879906764914,2.4123597690235643,,,0,0,1,49,WB_RTFP,0.301212049634203
Yam Tuber,2011-02-01,2011-01-01,0.8660254037844386,0.5000000000000001,1.5583675670143737,1.4710942343459488,0.70542181321267,-0.23776095602927594,,0.0,0,0,0,49,WB_RTFP,0.27056944415200235
Agric Hen Eggs (Crate of 30 Pieces),2011-03-01,2011-02-01,1.0,6.123233995736766e-17,0.4490051147204577,1.3543379767159136,0.06976437853600803,-2.2575226511202584,,0.0,0,1,0,50,WB_RTFP,1.949367460379281
Beans Brown,2011-03-01,2011-02-01,1.0,6.123233995736766e-17,-0.5938066755482474,2.0648325528975997,-3.8691538158378003,-0.23533299670348562,,0.0,0,0,0,50,WB_RTFP,7.270778089168717
Beef Boneless,2011-03-01,2011-02-01,1.0,6.123233995736766e-17,0.4389986204094365,0.6563935417310152,1.8031650718215442,-1.6566086550041548,,0.0,0,0,0,50,WB_RTFP,1.3379931610562723
Garri White,2011-03-01,2011-02-01,1.0,6.123233995736766e-17,-0.566026166734368,-1.397742602242269,4.1690694136378825,1.4803786623219573,,0.0,0,1,0,50,WB_RTFP,0.5648160638236366
Goat Meat Bone-In,2011-03-01,2011-02-01,1.0,6.123233995736766e-17,0.4243138856346196,0.7321206246431622,0.8598029967943122,-1.4861704172542178,,0.0,0,0,0,50,WB_RTFP,1.4463753550261638
Maize White Grain,2011-03-01,2011-02-01,1.0,6.123233995736766e-17,0.3572654631547767,1.5195179460309127,-0.9232491129473996,-2.2491357392401934,,0.0,0,0,0,50,WB_RTFP,1.4520482018665737
Onions Fresh,2011-03-01,2011-02-01,1.0,6.123233995736766e-17,-0.06473132960977956,1.2115006641057358,0.6562114867640467,-1.4672294459447177,,0.0,0,0,0,50,WB_RTFP,0.14830598462427513
Rice Long-Grain Imported,2011-03-01,2011-02-01,1.0,6.123233995736766e-17,0.301212049634203,0.3937827630150714,0.5273603299442264,-1.7423905199800083,,,0,0,1,50,WB_RTFP,-0.5711298913646856
Yam Tuber,2011-03-01,2011-02-01,1.0,6.123233995736766e-17,0.27056944415200235,1.5583675670143737,1.4710942343459488,-3.551103376711928,,0.0,0,1,0,50,WB_RTFP,1.9797717990139407
Agric Hen Eggs (Crate of 30 Pieces),2011-04-01,2011-03-01,0.8660254037844387,-0.4999999999999998,1.949367460379281,0.4490051147204577,1.3543379767159136,-1.6107470706189675,,0.0,0,1,0,51,WB_RTFP,1.097599353690204
Beans Brown,2011-04-01,2011-03-01,0.8660254037844387,-0.4999999999999998,7.270778089168717,-0.5938066755482474,2.0648325528975997,4.299120125999023,,0.0,0,1,0,51,WB_RTFP,1.4502258893387188
Beef Boneless,2011-04-01,2011-03-01,0.8660254037844387,-0.4999999999999998,1.3379931610562723,0.4389986204094365,0.6563935417310152,-1.4842876045614517,,0.0,0,0,0,51,WB_RTFP,-0.7836220100726821
Garri White,2011-04-01,2011-03-01,0.8660254037844387,-0.4999999999999998,0.5648160638236366,-0.566026166734368,-1.397742602242269,6.785798317001612,,0.0,0,1,0,51,WB_RTFP,-4.703359706895139
Goat Meat Bone-In,2011-04-01,2011-03-01,0.8660254037844387,-0.4999999999999998,1.4463753550261638,0.4243138856346196,0.7321206246431622,-1.1304535250572512,,0.0,0,0,0,51,WB_RTFP,-0.40191175354373776
Maize White Grain,2011-04-01,2011-03-01,0.8660254037844387,-0.4999999999999998,1.4520482018665737,0.3572654631547767,1.5195179460309127,-0.466866730131843,,0.0,0,0,0,51,WB_RTFP,3.996149186469111
Onions Fresh,2011-04-01,2011-03-01,0.8660254037844387,-0.4999999999999998,0.14830598462427513,-0.06473132960977956,1.2115006641057358,-0.9624225429514577,,0.0,0,0,0,51,WB_RTFP,2.3651406820454968
Rice Long-Grain Imported,2011-04-01,2011-03-01,0.8660254037844387,-0.4999999999999998,-0.5711298913646856,0.301212049634203,0.3937827630150714,-0.32021610366221864,,,0,0,1,51,WB_RTFP,0.26823796732231564
Yam Tuber,2011-04-01,2011-03-01,0.8660254037844387,-0.4999999999999998,1.9797717990139407,0.27056944415200235,1.5583675670143737,-3.6157880420081945,,0.0,0,1,0,51,WB_RTFP,1.7593970807128212
Agric Hen Eggs (Crate of 30 Pieces),2011-05-01,2011-04-01,0.49999999999999994,-0.8660254037844387,1.097599353690204,1.949367460379281,0.4490051147204577,3.5826379524250607,,0.0,0,1,0,52,WB_RTFP,0.05869477077602436
Beans Brown,2011-05-01,2011-04-01,0.49999999999999994,-0.8660254037844387,1.4502258893387188,7.270778089168717,-0.5938066755482474,17.779203569718383,,0.0,0,1,0,52,WB_RTFP,-1.2360364668083101
Beef Boneless,2011-05-01,2011-04-01,0.49999999999999994,-0.8660254037844387,-0.7836220100726821,1.3379931610562723,0.4389986204094365,0.11609379340442594,,0.0,0,0,0,52,WB_RTFP,-0.09319580143087869
Garri White,2011-05-01,2011-04-01,0.49999999999999994,-0.8660254037844387,-4.703359706895139,0.5648160638236366,-0.566026166734368,0.11875464771344824,,0.0,0,1,0,52,WB_RTFP,1.2072806827047478
Goat Meat Bone-In,2011-05-01,2011-04-01,0.49999999999999994,-0.8660254037844387,-0.40191175354373776,1.4463753550261638,0.4243138856346196,1.2645169317883953,,0.0,0,0,0,52,WB_RTFP,0.023584911534180186
Maize White Grain,2011-05-01,2011-04-01,0.49999999999999994,-0.8660254037844387,3.996149186469111,1.4520482018665737,0.3572654631547767,6.3816137333004175,,0.0,0,1,0,52,WB_RTFP,0.33048315832782116
Onions Fresh,2011-05-01,2011-04-01,0.49999999999999994,-0.8660254037844387,2.3651406820454968,0.14830598462427513,-0.06473132960977956,3.157557756949503,,0.0,0,0,0,52,WB_RTFP,0.5175479482797396
Rice Long-Grain Imported,2011-05-01,2011-04-01,0.49999999999999994,-0.8660254037844387,0.26823796732231564,-0.5711298913646856,0.301212049634203,1.3231822240790558,,,0,0,1,52,WB_RTFP,1.7152607603493575
Yam Tuber,2011-05-01,2011-04-01,0.49999999999999994,-0.8660254037844387,1.7593970807128212,1.9797717990139407,0.27056944415200235,3.7528548401250195,,0.0,0,1,0,52,WB_RTFP,0.062368650033106654
Agric Hen Eggs (Crate of 30 Pieces),2011-06-01,2011-05-01,1.2246467991473532e-16,-1.0,0.05869477077602436,1.097599353690204,1.949367460379281,-1.1026027176349151,,0.0,0,0,0,53,WB_RTFP,1.225521303144883
Beans Brown,2011-06-01,2011-05-01,1.2246467991473532e-16,-1.0,-1.2360364668083101,1.4502258893387188,7.270778089168717,-2.8274843859652066,,0.0,0,1,0,53,WB_RTFP,-1.537297166982332
Beef Boneless,2011-06-01,2011-05-01,1.2246467991473532e-16,-1.0,-0.09319580143087869,-0.7836220100726821,1.3379931610562723,-0.44931534096995795,,0.0,0,0,0,53,WB_RTFP,1.1287884140976923
Garri White,2011-06-01,2011-05-01,1.2246467991473532e-16,-1.0,1.2072806827047478,-4.703359706895139,0.5648160638236366,-2.9057950845669422,,0.0,0,0,0,53,WB_RTFP,-0.020464118254770458
Goat Meat Bone-In,2011-06-01,2011-05-01,1.2246467991473532e-16,-1.0,0.023584911534180186,-0.40191175354373776,1.4463753550261638,-0.5067774273422754,,0.0,0,0,0,53,WB_RTFP,0.8408640350418661
Maize White Grain,2011-06-01,2011-05-01,1.2246467991473532e-16,-1.0,0.33048315832782116,3.996149186469111,1.4520482018665737,-2.4493528698383615,,0.0,0,1,0,53,WB_RTFP,1.7387932302507902
Onions Fresh,2011-06-01,2011-05-01,1.2246467991473532e-16,-1.0,0.5175479482797396,2.3651406820454968,0.14830598462427513,-2.028536750203447,,0.0,0,0,0,53,WB_RTFP,0.6478116606098983
Rice Long-Grain Imported,2011-06-01,2011-05-01,1.2246467991473532e-16,-1.0,1.7152607603493575,0.26823796732231564,-0.5711298913646856,-1.6939031559161655,,,0,0,1,53,WB_RTFP,1.5907046207845221
Yam Tuber,2011-06-01,2011-05-01,1.2246467991473532e-16,-1.0,0.062368650033106654,1.7593970807128212,1.9797717990139407,-1.2870029540645866,,0.0,0,0,0,53,WB_RTFP,2.162619323963866
Agric Hen Eggs (Crate of 30 Pieces),2011-07-01,2011-06-01,-0.4999999999999997,-0.8660254037844388,1.225521303144883,0.05869477077602436,1.097599353690204,-1.8823833786090205,,0.0,0,0,0,54,WB_RTFP,2.61696144281498
Beans Brown,2011-07-01,2011-06-01,-0.4999999999999997,-0.8660254037844388,-1.537297166982332,-1.2360364668083101,1.4502258893387188,-7.152857165633442,,0.0,0,0,0,54,WB_RTFP,9.056166222798435
Beef Boneless,2011-07-01,2011-06-01,-0.4999999999999997,-0.8660254037844388,1.1287884140976923,-0.09319580143087869,-0.7836220100726821,-2.2239557621396844,,0.0,0,1,0,54,WB_RTFP,0.6121366710228227
Garri White,2011-07-01,2011-06-01,-0.4999999999999997,-0.8660254037844388,-0.020464118254770458,1.2072806827047478,-4.703359706895139,-8.577952217861206,,0.0,0,0,0,54,WB_RTFP,0.37220523154024576
Goat Meat Bone-In,2011-07-01,2011-06-01,-0.4999999999999997,-0.8660254037844388,0.8408640350418661,0.023584911534180186,-0.40191175354373776,-2.0930096605312754,,0.0,0,1,0,54,WB_RTFP,0.8980747393146027
Maize White Grain,2011-07-01,2011-06-01,-0.4999999999999997,-0.8660254037844388,1.7387932302507902,0.33048315832782116,3.996149186469111,-2.3829095363935404,,0.0,0,1,0,54,WB_RTFP,5.219669488109613
Onions Fresh,2011-07-01,2011-06-01,-0.4999999999999997,-0.8660254037844388,0.6478116606098983,0.5175479482797396,2.3651406820454968,-1.4261127867975287,,0.0,0,1,0,54,WB_RTFP,3.0738516142242878
Rice Long-Grain Imported,2011-07-01,2011-06-01,-0.4999999999999997,-0.8660254037844388,1.5907046207845221,1.7152607603493575,0.26823796732231564,-1.9078694418754871,,,0,0,1,54,WB_RTFP,0.6813309556754188
Yam Tuber,2011-07-01,2011-06-01,-0.4999999999999997,-0.8660254037844388,2.162619323963866,0.062368650033106654,1.7593970807128212,-2.01877521153373,,0.0,0,0,0,54,WB_RTFP,4.300770441296442
Agric Hen Eggs (Crate of 30 Pieces),2011-08-01,2011-07-01,-0.8660254037844384,-0.5000000000000004,2.61696144281498,1.225521303144883,0.05869477077602436,-1.7719343242878938,,0.0,0,0,0,55,WB_RTFP,-0.3318007836387027
Beans Brown,2011-08-01,2011-07-01,-0.8660254037844384,-0.5000000000000004,9.056166222798435,-1.537297166982332,-1.2360364668083101,-7.717736755538562,,0.0,0,0,0,55,WB_RTFP,-13.47274382689212
Beef Boneless,2011-08-01,2011-07-01,-0.8660254037844384,-0.5000000000000004,0.6121366710228227,1.1287884140976923,-0.09319580143087869,-0.4059292077722598,,0.0,0,1,0,55,WB_RTFP,1.927626988304132
Garri White,2011-08-01,2011-07-01,-0.8660254037844384,-0.5000000000000004,0.37220523154024576,-0.020464118254770458,1.2072806827047478,-2.557488341907521,,0.0,0,0,0,55,WB_RTFP,-4.434457225444966
Goat Meat Bone-In,2011-08-01,2011-07-01,-0.8660254037844384,-0.5000000000000004,0.8980747393146027,0.8408640350418661,0.023584911534180186,-0.7738705287387071,,0.0,0,1,0,55,WB_RTFP,1.1173244511203162
Maize White Grain,2011-08-01,2011-07-01,-0.8660254037844384,-0.5000000000000004,5.219669488109613,1.7387932302507902,0.33048315832782116,-3.4209427484457766,,0.0,0,0,0,55,WB_RTFP,-5.419168408517416
Onions Fresh,2011-08-01,2011-07-01,-0.8660254037844384,-0.5000000000000004,3.0738516142242878,0.6478116606098983,0.5175479482797396,-1.5963467189380354,,0.0,0,1,0,55,WB_RTFP,-1.7961970287424522
Rice Long-Grain Imported,2011-08-01,2011-07-01,-0.8660254037844384,-0.5000000000000004,0.6813309556754188,1.5907046207845221,1.7152607603493575,-0.9202911879903297,,,0,0,1,55,WB_RTFP,1.1619246101151726
Yam Tuber,2011-08-01,2011-07-01,-0.8660254037844384,-0.5000000000000004,4.300770441296442,2.162619323963866,0.062368650033106654,-2.1944502215247685,,0.0,1,0,0,55,WB_RTFP,-0.7337924789321049
Agric Hen Eggs (Crate of 30 Pieces),2011-09-01,2011-08-01,-1.0,-1.8369701987210297e-16,-0.3318007836387027,2.61696144281498,1.225521303144883,1.948441875963569,,0.0,0,0,0,56,WB_RTFP,-3.4697625410600175
Beans Brown,2011-09-01,2011-08-01,-1.0,-1.8369701987210297e-16,-13.47274382689212,9.056166222798435,-1.537297166982332,-6.310145205960305,,0.0,0,0,0,56,WB_RTFP,-0.1915203590076464
Beef Boneless,2011-09-01,2011-08-01,-1.0,-1.8369701987210297e-16,1.927626988304132,0.6121366710228227,1.1287884140976923,2.4691856565895565,,0.0,0,0,0,56,WB_RTFP,-4.2153554420991775
Garri White,2011-09-01,2011-08-01,-1.0,-1.8369701987210297e-16,-4.434457225444966,0.37220523154024576,-0.020464118254770458,2.049326775387872,,0.0,1,0,0,56,WB_RTFP,-4.035285440819392
Goat Meat Bone-In,2011-09-01,2011-08-01,-1.0,-1.8369701987210297e-16,1.1173244511203162,0.8980747393146027,0.8408640350418661,1.4857783534212299,,0.0,0,0,0,56,WB_RTFP,-3.5247833569335474
Maize White Grain,2011-09-01,2011-08-01,-1.0,-1.8369701987210297e-16,-5.419168408517416,5.219669488109613,1.7387932302507902,2.6452383068361174,,0.0,1,0,0,56,WB_RTFP,-2.4937156340936406
Onions Fresh,2011-09-01,2011-08-01,-1.0,-1.8369701987210297e-16,-1.7961970287424522,3.0738516142242878,0.6478116606098983,2.8921721588064164,,0.0,0,1,0,56,WB_RTFP,-2.2946574871376524
Rice Long-Grain Imported,2011-09-01,2011-08-01,-1.0,-1.8369701987210297e-16,1.1619246101151726,0.6813309556754188,1.5907046207845221,3.1758991690407523,,,0,0,1,56,WB_RTFP,-3.030974864285385
Yam Tuber,2011-09-01,2011-08-01,-1.0,-1.8369701987210297e-16,-0.7337924789321049,4.300770441296442,2.162619323963866,4.248474460503515,,0.0,1,0,0,56,WB_RTFP,-4.388118179093114
Agric Hen Eggs (Crate of 30 Pieces),2011-10-01,2011-09-01,-0.8660254037844386,0.5000000000000001,-3.4697625410600175,-0.3318007836387027,2.61696144281498,-1.092988824771568,,0.0,1,0,0,57,WB_RTFP,2.017966527569892
Beans Brown,2011-10-01,2011-09-01,-0.8660254037844386,0.5000000000000001,-0.1915203590076464,-13.47274382689212,9.056166222798435,-7.803397309099303,,0.0,1,0,0,57,WB_RTFP,1.5374469005475344
Beef Boneless,2011-10-01,2011-09-01,-0.8660254037844386,0.5000000000000001,-4.2153554420991775,1.927626988304132,0.6121366710228227,0.024896751706160458,,0.0,0,0,0,57,WB_RTFP,3.499338835438426
Garri White,2011-10-01,2011-09-01,-0.8660254037844386,0.5000000000000001,-4.035285440819392,-4.434457225444966,0.37220523154024576,-6.90999154858829,,0.0,1,0,0,57,WB_RTFP,12.759329381236316
Goat Meat Bone-In,2011-10-01,2011-09-01,-0.8660254037844386,0.5000000000000001,-3.5247833569335474,1.1173244511203162,0.8980747393146027,-0.37529852416633425,,0.0,0,0,0,57,WB_RTFP,2.5731854097274187
Maize White Grain,2011-10-01,2011-09-01,-0.8660254037844386,0.5000000000000001,-2.4937156340936406,-5.419168408517416,5.219669488109613,-5.0029718307881605,,0.0,1,0,0,57,WB_RTFP,3.4309088815797084
Onions Fresh,2011-10-01,2011-09-01,-0.8660254037844386,0.5000000000000001,-2.2946574871376524,-1.7961970287424522,3.0738516142242878,-2.571082986278861,,0.0,0,0,0,57,WB_RTFP,3.074576598710843
Rice Long-Grain Imported,2011-10-01,2011-09-01,-0.8660254037844386,0.5000000000000001,-3.030974864285385,1.1619246101151726,0.6813309556754188,-2.1903277012863875,,,0,0,1,57,WB_RTFP,4.120512330770043
Yam Tuber,2011-10-01,2011-09-01,-0.8660254037844386,0.5000000000000001,-4.388118179093114,-0.7337924789321049,4.300770441296442,-0.9977021867085378,,0.0,1,0,0,57,WB_RTFP,3.299963292478969
Agric Hen Eggs (Crate of 30 Pieces),2011-11-01,2011-10-01,-0.5000000000000004,0.8660254037844384,2.017966527569892,-3.4697625410600175,-0.3318007836387027,1.5535743009559289,,0.0,1,0,0,58,WB_RTFP,-1.721704264365076
Beans Brown,2011-11-01,2011-10-01,-0.5000000000000004,0.8660254037844384,1.5374469005475344,-0.1915203590076464,-13.47274382689212,12.42259422021319,,0.0,1,0,0,58,WB_RTFP,8.757459346756935
Beef Boneless,2011-11-01,2011-10-01,-0.5000000000000004,0.8660254037844384,3.499338835438426,-4.2153554420991775,1.927626988304132,-0.5165788398339255,,0.0,1,0,0,58,WB_RTFP,-2.489963438645393
Garri White,2011-11-01,2011-10-01,-0.5000000000000004,0.8660254037844384,12.759329381236316,-4.035285440819392,-4.434457225444966,0.06301954196608062,,0.0,1,0,0,58,WB_RTFP,5.139216223098231
Goat Meat Bone-In,2011-11-01,2011-10-01,-0.5000000000000004,0.8660254037844384,2.5731854097274187,-3.5247833569335474,1.1173244511203162,0.3542966357665156,,0.0,1,0,0,58,WB_RTFP,-1.5538673779805667
Maize White Grain,2011-11-01,2011-10-01,-0.5000000000000004,0.8660254037844384,3.4309088815797084,-2.4937156340936406,-5.419168408517416,3.4396969204317784,,0.0,1,0,0,58,WB_RTFP,0.6019586573571933
Onions Fresh,2011-11-01,2011-10-01,-0.5000000000000004,0.8660254037844384,3.074576598710843,-2.2946574871376524,-1.7961970287424522,0.44012363999625936,,0.0,1,0,0,58,WB_RTFP,-1.9149263824630447
Rice Long-Grain Imported,2011-11-01,2011-10-01,-0.5000000000000004,0.8660254037844384,4.120512330770043,-3.030974864285385,1.1619246101151726,-0.6070879906764914,,,0,0,1,58,WB_RTFP,-1.9598363670373709
Yam Tuber,2011-11-01,2011-10-01,-0.5000000000000004,0.8660254037844384,3.299963292478969,-4.388118179093114,-0.7337924789321049,0.70542181321267,,0.0,1,0,0,58,WB_RTFP,-4.762158253287662
Agric Hen Eggs (Crate of 30 Pieces),2011-12-01,2011-11-01,-2.4492935982947064e-16,1.0,-1.721704264365076,2.017966527569892,-3.4697625410600175,0.06976437853600803,,0.0,1,0,0,59,WB_RTFP,6.094551840021811
Beans Brown,2011-12-01,2011-11-01,-2.4492935982947064e-16,1.0,8.757459346756935,1.5374469005475344,-0.1915203590076464,-3.8691538158378003,,0.0,1,0,0,59,WB_RTFP,0.2342112435869126
Beef Boneless,2011-12-01,2011-11-01,-2.4492935982947064e-16,1.0,-2.489963438645393,3.499338835438426,-4.2153554420991775,1.8031650718215442,,0.0,1,0,0,59,WB_RTFP,3.355596749042178
Garri White,2011-12-01,2011-11-01,-2.4492935982947064e-16,1.0,5.139216223098231,12.759329381236316,-4.035285440819392,4.1690694136378825,,0.0,1,0,0,59,WB_RTFP,0.8578556340592902
Goat Meat Bone-In,2011-12-01,2011-11-01,-2.4492935982947064e-16,1.0,-1.5538673779805667,2.5731854097274187,-3.5247833569335474,0.8598029967943122,,0.0,1,0,0,59,WB_RTFP,3.261198453230496
Maize White Grain,2011-12-01,2011-11-01,-2.4492935982947064e-16,1.0,0.6019586573571933,3.4309088815797084,-2.4937156340936406,-0.9232491129473996,,0.0,0,0,0,59,WB_RTFP,8.465512041984757
Onions Fresh,2011-12-01,2011-11-01,-2.4492935982947064e-16,1.0,-1.9149263824630447,3.074576598710843,-2.2946574871376524,0.6562114867640467,,0.0,1,0,0,59,WB_RTFP,6.8580068672223105
Rice Long-Grain Imported,2011-12-01,2011-11-01,-2.4492935982947064e-16,1.0,-1.9598363670373709,4.120512330770043,-3.030974864285385,0.5273603299442264,,,0,0,1,59,WB_RTFP,7.800743823362688
Yam Tuber,2011-12-01,2011-11-01,-2.4492935982947064e-16,1.0,-4.762158253287662,3.299963292478969,-4.388118179093114,1.4710942343459488,,0.0,0,0,0,59,WB_RTFP,9.74300641050303
Agric Hen Eggs (Crate of 30 Pieces),2012-01-01,2011-12-01,0.49999999999999994,0.8660254037844387,6.094551840021811,-1.721704264365076,2.017966527569892,1.3543379767159136,,0.0,0,0,0,60,WB_RTFP,-3.726116828981707
